"","seqnames","start","end","width","strand","gene_id"
"541","chr2",10503565,10503645,81,"+","100124474"
"542","chrX",59097658,59097736,79,"-","100124476"
"543","chrX",66810428,66810504,77,"-","100124478"
"544","chrX",66801508,66801585,78,"-","100124479"
"545","chrX",66800530,66800607,78,"-","100124480"
"546","chr3",90070020,90070099,80,"+","100124481"
"547","chr12",109735619,109735700,82,"+","100124484"
"548","chr2",10474219,10474300,82,"+","100124485"
"549","chr2",10473931,10474027,97,"+","100124487"
"550","chr2",14261003,14261081,79,"+","100124488"
"551","chr13",109324744,109324824,81,"+","100124489"
"552","chr13",58023125,58023200,76,"-","100124491"
"553","chr5",9375704,9375779,76,"+","100124492"
"554","chrX",66789890,66789967,78,"-","100124493"
"555","chrX",103572921,103572996,76,"-","100124494"
"556","chr2",10514595,10514674,80,"+","100124495"
"557","chrX",66777256,66777332,77,"-","100124496"
"558","chr2",10493510,10493592,83,"+","100124625"
"559","chr2",10478798,10486217,7420,"+","100124626"
"560","chr2",10479088,10479171,84,"+","100124640"
"561","chr2",10503273,10503355,83,"+","100124642"
"562","chr2",10500822,10500904,83,"+","100124643"
"563","chr13",50544626,50601080,56455,"-","100124649"
"564","chr2",10491336,10491425,90,"+","100124668"
"565","chr1",191025351,191029781,4431,"+","100125339"
"566","chr3",64115278,64141928,26651,"-","100125586"
"567","chr2",151380650,151432402,51753,"-","100125594"
"568","chr2",26445696,26459390,13695,"+","100125929"
"569","chr3",103964536,103968581,4046,"-","100125931"
"570","chr6",117495235,117500077,4843,"+","100126203"
"571","chr11",118444200,118454995,10796,"-","100126224"
"572","chr15",101485130,101491512,6383,"-","100126226"
"573","chr4",140947666,140957902,10237,"-","100126227"
"574","chr17",47699971,47701996,2026,"-","100126242"
"575","chr7",45635680,45638765,3086,"-","100126243"
"576","chr2",9906178,9914678,8501,"+","100126244"
"577","chr15",35307005,35328535,21531,"-","100126269"
"578","chr12",112428284,112435338,7055,"-","100126692"
"579","chr17",38416474,38420185,3712,"-","100126765"
"580","chr17",40632075,40637060,4986,"+","100126766"
"581","chr17",38639447,38645653,6207,"+","100126768"
"582","chr17",38554192,38560621,6430,"+","100126773"
"583","chr17",39406359,39410992,4634,"+","100126774"
"584","chr17",39950520,39955287,4768,"+","100126775"
"585","chr17",39036695,39040227,3533,"+","100126776"
"586","chr17",40598594,40602618,4025,"+","100126777"
"587","chr17",40520022,40530421,10400,"+","100126778"
"588","chr17",39073691,39077037,3347,"-","100126779"
"589","chr7",141461483,141467771,6289,"-","100126795"
"590","chr15",89371637,89373846,2210,"-","100126824"
"591","chr19",8725866,8725991,126,"+","100127111"
"592","chr11",97020508,97026248,5741,"-","100127433"
"593","chr4",152274232,152285337,11106,"+","100129"
"594","chr15",89416405,89429696,13292,"-","100134861"
"595","chr11",23558058,23558842,785,"-","100134990"
"596","chrX",37458585,37473964,15380,"+","100135654"
"597","chrX",37380028,37551082,171055,"+","100135657"
"598","chr11",97490783,97500340,9558,"-","100141474"
"599","chr14",55038462,55042979,4518,"+","100151693"
"600","chr4",59043753,59138983,95231,"-","100155"
"601","chr4",134396320,134427413,31094,"+","100163"
"602","chr4",141614026,141615604,1579,"+","100165"
"603","chr4",132355923,132422489,66567,"-","100169"
"604","chrX",74367465,74373218,5754,"-","100169864"
"605","chr17",57091370,57105942,14573,"-","100169874"
"606","chr10",77257776,77259223,1448,"-","100169878"
"607","chr7",43214039,43226842,12804,"+","100170401"
"608","chr19",45998137,46013386,15250,"+","100174921"
"609","chr4",127077383,127124372,46990,"+","100177"
"610","chr4",63367125,63403354,36230,"-","100182"
"611","chr4",61779439,61782224,2786,"-","100189605"
"612","chr13",113037419,113037498,80,"+","100190765"
"613","chr10",77826115,77827095,981,"-","100191037"
"614","chr10",41746721,41783437,36717,"+","100196896"
"615","chr4",149979475,150009023,29549,"-","100198"
"616","chr4",15265831,15286753,20923,"+","100201"
"617","chr4",126316047,126321703,5657,"-","100206"
"618","chr4",133584362,133591735,7374,"+","100210"
"619","chr4",43381979,43427088,45110,"+","100213"
"620","chr2",150257517,150270300,12784,"+","100216455"
"621","chr17",7350885,7371979,21095,"-","100216474"
"622","chr11",69073427,69073561,135,"+","100216530"
"623","chr11",116674148,116674222,75,"+","100216531"
"624","chr16",23108953,23109021,69,"+","100216532"
"625","chr4",117155770,117155848,79,"-","100216533"
"626","chr11",48802032,48802112,81,"+","100216534"
"627","chr9",15326264,15326333,70,"-","100216535"
"628","chr11",116672506,116672581,76,"+","100216536"
"629","chr11",106500993,106501062,70,"+","100216537"
"630","chr11",116674598,116674671,74,"+","100216538"
"631","chr11",78181686,78181756,71,"-","100216539"
"632","chr11",48803139,48803206,68,"+","100216540"
"633","chr6",125186359,125186683,325,"-","100217413"
"634","chr1",159340283,159340422,140,"+","100217414"
"635","chr1",87784556,87784820,265,"+","100217415"
"636","chr15",98526346,98526482,137,"-","100217416"
"637","chr15",98519716,98519853,138,"-","100217417"
"638","chr4",132309941,132310069,129,"+","100217418"
"639","chr7",141448803,141448939,137,"+","100217419"
"640","chr16",23110753,23110933,181,"+","100217420"
"641","chr1",59704790,59704873,84,"+","100217421"
"642","chr8",31149864,31149967,104,"-","100217422"
"643","chr14",31015275,31016930,1656,"-","100217423"
"644","chr4",117154514,117154584,71,"-","100217424"
"645","chr3",153912125,153912204,80,"-","100217425"
"646","chr11",62603079,62603150,72,"+","100217426"
"647","chr17",34950952,34951017,66,"-","100217427"
"648","chr2",130278016,130278087,72,"+","100217428"
"649","chr7",59976740,59980676,3937,"-","100217429"
"650","chr16",20684239,20684313,75,"+","100217430"
"651","chr14",31014287,31014366,80,"-","100217431"
"652","chr8",109839295,109839379,85,"+","100217432"
"653","chr7",44250135,44250224,90,"+","100217433"
"654","chr7",44249852,44249941,90,"+","100217434"
"655","chr2",37400047,37400157,111,"-","100217435"
"656","chr5",23852210,23852280,71,"+","100217436"
"657","chr4",132310691,132310764,74,"+","100217437"
"658","chr3",108554338,108554751,414,"-","100217438"
"659","chr4",132310240,132310369,130,"+","100217440"
"660","chr7",15938762,15938870,109,"-","100217441"
"661","chr7",127527874,127528003,130,"+","100217442"
"662","chr2",167065276,167065365,90,"+","100217443"
"663","chr11",62604515,62604586,72,"+","100217444"
"664","chr14",52209785,52209894,110,"-","100217445"
"665","chr1",161038082,161038158,77,"+","100217446"
"666","chr12",80391613,80391751,139,"-","100217447"
"667","chr4",86586453,86586583,131,"-","100217448"
"668","chr1",185242907,185243038,132,"+","100217449"
"669","chr13",95330600,95330737,138,"+","100217450"
"670","chr6",115807975,115808114,140,"-","100217451"
"671","chr2",130275506,130275573,68,"+","100217452"
"672","chr9",64175423,64175521,99,"+","100217453"
"673","chr10",81178950,81179013,64,"+","100217454"
"674","chr11",62603450,62603521,72,"+","100217455"
"675","chr17",71640879,71640956,78,"+","100217456"
"676","chr2",91596070,91596180,111,"+","100217458"
"677","chr1",59691934,59692020,87,"+","100217459"
"678","chr4",130749634,130749706,73,"+","100217460"
"679","chr1",39548745,39548854,110,"-","100217461"
"680","chr17",71631281,71631365,85,"+","100217462"
"681","chr10",62765576,62765640,65,"-","100217463"
"682","chr1",63179004,63179135,132,"+","100217464"
"683","chr8",110838528,110838616,89,"-","100217465"
"684","chr18",74778391,74778469,79,"-","100217466"
"685","chr11",6620319,6620454,136,"-","100217467"
"686","chr3",153910563,153910633,71,"-","100217468"
"687","chr11",74905424,74905516,93,"+","100217469"
"688","chr4",132853501,132884509,31009,"-","100226"
"689","chr12",102719975,102757803,37829,"-","100233175"
"690","chr3",79336661,79464129,127469,"+","100233207"
"691","chr10",81649059,81826490,177432,"+","100233208"
"692","chrX",7375925,7378042,2118,"+","100270707"
"693","chr2",84659079,84668780,9702,"+","100270744"
"694","chr5",104070064,104077608,7545,"-","100271704"
"695","chr2",181578480,181585170,6691,"+","100271841"
"696","chr2",150181755,150193279,11525,"+","100271882"
"697","chr8",58699846,58700787,942,"-","100271928"
"698","chr4",109061145,109202272,141128,"-","100273"
"699","chr3",146641932,146651715,9784,"+","100286843"
"700","chr12",30884322,30893854,9533,"+","100294583"
"701","chr8",21378515,21379495,981,"+","100294660"
"702","chr11",97781639,97781775,137,"-","100302498"
"703","chr7",109520120,109520251,132,"+","100302499"
"704","chr15",5118404,5118484,81,"+","100302529"
"705","chr8",123103038,123103123,86,"+","100302565"
"706","chr7",28351508,28351632,125,"+","100302567"
"707","chr15",80082847,80082954,108,"-","100302600"
"708","chr15",80078498,80078591,94,"-","100302601"
"709","chrX",123210420,123213303,2884,"-","100302634"
"710","chr11",3308996,3320722,11727,"+","100302648"
"711","chr10",60399726,60403559,3834,"+","100302688"
"712","chr3",88775216,88825587,50372,"+","100302730"
"713","chr2",114013567,114064868,51302,"+","100303644"
"714","chr12",109654627,109654698,72,"+","100303646"
"715","chr5",138363719,138388287,24569,"+","100303731"
"716","chrX",146994381,146994508,128,"+","100303736"
"717","chr12",84875769,84879755,3987,"+","100303738"
"718","chr1",86351169,86351301,133,"-","100303740"
"719","chr17",12922790,12922917,128,"+","100303746"
"720","chr11",55482694,55482833,140,"+","100303747"
"721","chr14",75847905,75848034,130,"+","100303751"
"722","chr12",105031075,105031349,275,"-","100306943"
"723","chr17",24719676,24719803,128,"-","100306952"
"724","chr2",26639190,26639321,132,"-","100306954"
"725","chr2",26637847,26637985,139,"-","100306955"
"726","chr3",123507937,123508066,130,"-","100306957"
"727","chr4",132309464,132309600,137,"+","100310813"
"728","chr17",6306340,6317500,11161,"-","100310872"
"729","chr4",3172083,3173003,921,"+","100312470"
"730","chr4",3184348,3185358,1011,"-","100312471"
"731","chr7",13101997,13102947,951,"-","100312473"
"732","chr7",13177719,13178669,951,"+","100312474"
"733","chr18",3122492,3123412,921,"-","100312476"
"734","chr7",26266831,26267775,945,"+","100312477"
"735","chr13",22293193,22294098,906,"+","100312484"
"736","chr13",23217373,23218311,939,"+","100312485"
"737","chr9",36581278,36582635,1358,"-","100312948"
"738","chr9",35741049,35742252,1204,"+","100312949"
"739","chr9",35645113,35648202,3090,"-","100312956"
"740","chr9",35776524,35790101,13578,"-","100312986"
"741","chr9",35685079,35687390,2312,"-","100312987"
"742","chr2",144265979,144266216,238,"-","100313519"
"743","chr2",147184083,147331681,147599,"+","100313531"
"744","chr5",74093530,74093650,121,"+","100313943"
"745","chr2",10475300,10475426,127,"+","100316663"
"746","chr2",10468343,10468463,121,"+","100316664"
"747","chr13",17747473,17747593,121,"+","100316665"
"748","chr2",10467229,10467349,121,"+","100316667"
"749","chr2",10517604,10517730,127,"+","100316668"
"750","chr12",109611822,109611941,120,"+","100316669"
"751","chr3",85467377,85467498,122,"+","100316670"
"752","chr10",60960723,60960844,122,"+","100316671"
"753","chr19",23149431,23149551,121,"+","100316672"
"754","chr12",109715671,109715791,121,"+","100316673"
"755","chr5",34732853,34732972,120,"-","100316674"
"756","chr9",115381819,115381939,121,"+","100316675"
"757","chr17",70860503,70860600,98,"-","100316676"
"758","chr8",84011515,84011633,119,"-","100316677"
"759","chr2",104428861,104428940,80,"-","100316678"
"760","chr3",34638368,34638639,272,"+","100316679"
"761","chr8",128359241,128359320,80,"+","100316680"
"762","chr9",21032251,21032328,78,"-","100316681"
"763","chr12",54645933,54646012,80,"-","100316682"
"764","chr13",109903809,109903888,80,"+","100316683"
"765","chr15",12171492,12171574,83,"+","100316684"
"766","chr15",50889025,50889114,90,"-","100316685"
"767","chr18",11838091,11840869,2779,"-","100316686"
"768","chr1",74206554,74206620,67,"-","100316687"
"769","chr10",44359676,44359768,93,"+","100316688"
"770","chr10",93162785,93162903,119,"+","100316689"
"771","chr11",119390472,119390561,90,"+","100316690"
"772","chr12",40222712,40222811,100,"-","100316693"
"773","chr15",101369352,101369434,83,"+","100316694"
"774","chr15",79375228,79375300,73,"-","100316695"
"775","chr16",32267450,32267583,134,"-","100316697"
"776","chr16",33105361,33105445,85,"+","100316698"
"777","chr18",12714811,12714895,85,"+","100316699"
"778","chr18",35553410,35554764,1355,"+","100316700"
"779","chr2",10512790,10512887,98,"+","100316701"
"780","chr2",10514300,10514395,96,"+","100316702"
"781","chr2",115638725,115638813,89,"+","100316703"
"782","chr2",151967529,151967617,89,"-","100316704"
"783","chr3",115979902,115979955,54,"+","100316705"
"784","chr3",138526421,138526485,65,"+","100316706"
"785","chr4",48213119,48213215,97,"-","100316708"
"786","chr5",30170739,30170816,78,"+","100316709"
"787","chr7",29083636,29083694,59,"-","100316710"
"788","chr7",29773294,29773376,83,"+","100316711"
"789","chr8",105615466,105615573,108,"+","100316712"
"790","chr8",13189031,13189098,68,"-","100316713"
"791","chr9",21613444,21613576,133,"-","100316714"
"792","chr14",78191373,78191478,106,"-","100316715"
"793","chr13",21896918,21897049,132,"-","100316716"
"794","chr7",81529855,81529988,134,"+","100316717"
"795","chr9",104426113,104426187,75,"+","100316725"
"796","chr4",139967526,139967620,95,"-","100316727"
"797","chr12",109594956,109595030,75,"+","100316735"
"798","chr15",35660831,35660918,88,"-","100316736"
"799","chr1",185242975,185243043,69,"+","100316737"
"800","chr16",20604452,20604536,85,"+","100316739"
"801","chr11",69635400,69635519,120,"-","100316749"
"802","chr12",109712317,109712436,120,"+","100316751"
"803","chr13",21445160,21445240,81,"+","100316752"
"804","chr11",21344588,21344675,88,"-","100316753"
"805","chr2",92191977,92192074,98,"+","100316756"
"806","chr2",10516097,10516217,121,"+","100316769"
"807","chr2",10477910,10478030,121,"+","100316770"
"808","chr9",8246786,8246881,96,"+","100316772"
"809","chr18",6490564,6490646,83,"-","100316773"
"810","chr15",76215611,76215673,63,"-","100316774"
"811","chr19",34965396,34965469,74,"+","100316775"
"812","chr2",32652329,32652414,86,"+","100316776"
"813","chr8",70925525,70925618,94,"+","100316777"
"814","chr10",80828797,80828870,74,"+","100316778"
"815","chrX",72992079,72992144,66,"+","100316779"
"816","chr18",10785446,10785567,122,"+","100316783"
"817","chr1",160295864,160295972,109,"-","100316784"
"818","chr2",10477150,10477272,123,"+","100316802"
"819","chr5",82798944,82799065,122,"-","100316803"
"820","chr13",71107089,71107209,121,"+","100316804"
"821","chr12",101021673,101021768,96,"-","100316805"
"822","chr2",10467495,10467613,119,"+","100316806"
"823","chrX",7807101,7807221,121,"+","100316807"
"824","chr3",88536301,88536382,82,"-","100316808"
"825","chr17",35917889,35917969,81,"+","100316810"
"826","chr10",77641224,77641307,84,"+","100316811"
"827","chr12",102684928,102685020,93,"-","100316812"
"828","chr16",18284239,18284317,79,"-","100316814"
"829","chr2",10468971,10469068,98,"+","100316815"
"830","chr2",138819929,138820007,79,"+","100316816"
"831","chr7",135566162,135566282,121,"+","100316818"
"832","chr8",124022641,124022722,82,"+","100316819"
"833","chrX",135786114,135786217,104,"-","100316820"
"834","chr1",184822407,184822488,82,"-","100316821"
"835","chrX",72589988,72590094,107,"-","100316827"
"836","chr2",10518155,10518279,125,"+","100316831"
"837","chr3",134240505,134240583,79,"-","100316832"
"838","chr16",11254368,11254445,78,"-","100316833"
"839","chr2",10513434,10513531,98,"+","100316834"
"840","chr7",27205536,27205655,120,"+","100316839"
"841","chr11",69663043,69663125,83,"+","100316840"
"842","chr5",92788451,92788562,112,"-","100316841"
"843","chr5",137629175,137642902,13728,"+","100316903"
"844","chr12",111540941,111541067,127,"+","100316932"
"845","chr4",126753544,126870070,116527,"+","100317"
"846","chr5",62811674,62888308,76635,"+","100322896"
"847","chr7",44816387,44840804,24418,"+","100328588"
"848","chr4",132826929,132843169,16241,"-","100336"
"849","chr4",132732966,132757252,24287,"-","100340"
"850","chr4",133480132,133487938,7807,"+","100342"
"851","chr11",4918510,4919003,494,"+","100359413"
"852","chr7",110046364,110046547,184,"+","100379145"
"853","chr11",105965608,105985694,20087,"-","100379610"
"854","chr1",63114471,63158290,43820,"+","100380944"
"855","chr4",156203284,156206028,2745,"+","100382"
"856","chr4",129461581,129488498,26918,"+","100383"
"857","chr18",36952741,37840200,887460,"+","100384868"
"858","chr12",118518297,118530193,11897,"-","100384890"
